ano_mes_ordinal;valor_receita;SMA(12);SMA(6);SMA(3);SMA(2);lag(12);lag(6);lag(4);lag(3);lag(2);lag(1);populacao;variacao_anual;aceleracao_variacao_anual;valor_pib
737972;16041407.39;13879177.656666666;13144274.726666667;14583454.840000002;14338370.145000003;10811443.81;17144231.93;11816362.290000001;11713154.35;15073624.23;12635332.9;62576;287;-9;1257498.834628885
738003;14895904.74;14219549.400833333;13695964.316666668;14524215.01;15468656.065000001;10811443.81;11585767.2;11713154.35;15073624.23;12635332.9;16041407.39;62576;287;-9;1257498.834628885
738034;14168150.370000001;14437556.205833333;14087928.996666664;15035154.166666666;14532027.555000003;11552068.71;11816362.290000001;15073624.23;12635332.9;16041407.39;14895904.74;62576;287;-9;1257498.834628885
738064;15970308.83;14805742.8825;14797454.743333334;15011454.646666668;15069229.600000001;11552068.71;11713154.35;12635332.9;16041407.39;14895904.74;14168150.370000001;62576;287;-9;1257498.834628885
738095;16506070.9;14655220.859166667;15036195.854999999;15548176.700000001;16238189.865000002;18312335.18;15073624.23;16041407.39;14895904.74;14168150.370000001;15970308.83;62576;287;-9;1257498.834628885
738125;21452742.48;14916921.467500001;16505764.118333334;17976374.07;18979406.69;18312335.18;12635332.9;14895904.74;14168150.370000001;15970308.83;16506070.9;62576;287;-9;1257498.834628885
738156;17382675.04;14936791.726666667;16729308.726666668;18447162.80666667;19417708.760000005;17144231.93;16041407.39;14168150.370000001;15970308.83;16506070.9;21452742.48;63239;663;376;1393868.928020703
738187;14796988.62;15204393.511666669;16712822.706666665;17877468.71333333;16089831.830000002;11585767.2;14895904.74;15970308.83;16506070.9;21452742.48;17382675.04;63239;663;376;1393868.928020703
738215;15389970.91;15502194.230000002;16916459.463333335;15856544.856666667;15093479.765;11816362.290000001;14168150.370000001;16506070.9;21452742.48;17382675.04;14796988.62;63239;663;376;1393868.928020703
738246;13218515.53;15627640.995000003;16457827.246666664;14468491.686666667;14304243.220000003;11713154.35;15970308.83;21452742.48;17382675.04;14796988.62;15389970.91;63239;663;376;1393868.928020703
738276;17882570.38;15861719.840833334;16687243.826666668;15497018.94;15550542.955;15073624.23;16506070.9;17382675.04;14796988.62;15389970.91;13218515.53;63239;663;376;1393868.928020703
738307;24548567.189999998;16854489.365;17203214.611666664;18549884.366666663;21215568.785;12635332.9;21452742.48;14796988.62;15389970.91;13218515.53;17882570.38;63239;663;376;1393868.928020703
738337;20754348.32;17247234.4425;17765160.158333335;21061828.63;22651457.755;16041407.39;17382675.04;15389970.91;13218515.53;17882570.38;24548567.189999998;63239;663;376;1393868.928020703
738368;15546474.8;17301448.614166666;17890074.521666665;20283130.103333335;18150411.560000002;14895904.74;14796988.62;13218515.53;17882570.38;24548567.189999998;20754348.32;63239;663;376;1393868.928020703
738399;14755666.11;17350408.259166665;17784357.055;17018829.743333336;15151070.455;14168150.370000001;15389970.91;17882570.38;24548567.189999998;20754348.32;15546474.8;63239;663;376;1393868.928020703
738429;13494171.35;17144063.469166666;17830299.691666666;14598770.753333332;14124918.73;15970308.83;13218515.53;24548567.189999998;20754348.32;15546474.8;14755666.11;63239;663;376;1393868.928020703
738460;14586556.77;16984103.958333332;17280964.09;14278798.076666666;14040364.059999999;16506070.9;17882570.38;20754348.32;15546474.8;14755666.11;13494171.35;63239;663;376;1393868.928020703
738490;19287535.919999998;16803670.07833333;16404125.544999996;15789421.346666666;16937046.345;21452742.48;24548567.189999998;15546474.8;14755666.11;13494171.35;14586556.77;63239;663;376;1393868.928020703
